name,review
Ethereum Price,It just works.
Uncle Sam,"If you're interested in finding businesses offering military discounts, this is a great resource!"
Mastermind - AI Assistant for Software Dev Teams,Excellent!! Better than dragon
Digital Federal Credit Union,
Sowing Seed Flash Briefing,"This is a must listen to briefing!  Great insight from Matt Miller on business and life.  In a very powerful, but compact format Matt delivers lessons, advice and encouragement that would help anyone in business and life.  I highly recommend it!"
Violet Gonzalez - Houston Real Estate,Violet has been a Realtor for over 12 years and her clients have always been appreciative of their experience. Call Violet as her Broker she has shown Honesty & Integrity
Amex,Well done Amex
Mastermind - AI Assistant for Software Dev Teams,Great app and very easy to use and set up.
The Pitch with Amy Summers,"I love the insight Amy offers in refreshing, reviving and executing a pitch. After listening to a few of her podcasts, I can quickly and easily digest concepts that I can implement into my own work."
Mastermind - AI Assistant for Software Dev Teams,Hard to figure out the layout of the program but once you do it works pretty good...
Capital One,"The Alexa skill is GREAT! no-mo logging on a PC to get my Capital One account information. WHAT? Yeah man! Just ask my home companion that always answers ALL questions, answer about my accounts. When the question appears in my head it is answered with in seconds.  The happy-happy skill loving dude, Neal. Over and out."
Redefy Real Estate Home Valuation,"Worked flawlessly. First, ask what the home is worth, then give your address. Simple as that."
Digital Marketing Weekly,Yes I gave myself a review :)
Mastermind - AI Assistant for Software Dev Teams,"Mastermind is awesome. I use it everyday for my status updates and I'm constantly loosing my phone. Masterminds RING MY PHONE feature is amazing. Now even if I left my phone out of my reach, I am still able to retrieve my messages or answer a call.
I enjoy using every aspect of this app."
David Killinger - Carbon Valley Real Estate,Excellent to work with!
The Motley Fool,This could be a good app if you could either enter your stocks manually or tell Alexa the ticker symbol.  Try Freeport-MacMoran.  Never gonna get that quote lol!
Dayton Real Estate,"Simple, comprehensive but most of all, keeps up with today’s values and current inventory!"
Mastermind - AI Assistant for Software Dev Teams,I upped my review to 4 stars. Mastermind has given me peace off mind. should I have a medical emergency I no longer need to stress out over always having to have my phone on me at home.
Rocket Mortgage,"Nice commercials showing fast OK by smartphone, but this is NOT the case. They are very slow, they have reviewers that in my opinion are not very smart. Process takes forever as they run their computer algorithms. My friend and I (we have net worth's in excess of $6 million each) tested trying to get a mortgage under $90,000 for homes assessed at $4 million each. They turned us down because too much of our net worth was in equities which they don't count. One level of reviewer after another kept calling … we finally backed out. If you have any smarts at all, you will NOT use this ""lender"". It's a waste of time."
Mastermind - AI Assistant for Software Dev Teams,Ok
CNBC,😍kmmm!m
How to Sell Your House in 30 Days,Sellers who feel overwhelmed with be at ease with simple inexpensive tips  such as changing the shower curtain and hiding the trash cans!  Can't wait to hear what's next.  Tips are about 30 seconds long.  LOVE!
Mastermind - AI Assistant for Software Dev Teams,Has amazing potential hundred percent of the time it works 65% of the time once the bugs get worked out has the potential to be an amazing revolutionary app I true step towards having our own personal Jarvis
YNAB,"Love this skill!  I can feel like I have a handle on my budget (including particular categories) any time.  Not sure how it works - but live the ""magic"" of YNAB and Alexa 😊"
Run To Your Leadership Challenges!,
The Real Estate One Stop Shop,"Effortless, intuitive and a fantastic business tool!"
Cheddar,"This is a great solid app. It is well done, professional and great to listen to every morning!"
CNN Business Flash Briefing,Just as fake as their primary network
Hurco Digital Assistant,
Aviation Executive Flash Brief,
Mastermind - AI Assistant for Software Dev Teams,This is a handy tool to get quick access to your daily life
Motley Fool Stock Watch,"Pithy, informative, approachable and witty. Things most finance portals forget about"
Capital One,"I was unable to get my savings account balance, and/or my recent transactions on the creditcard.  Seems pretty useless to me."
Impact Compliance Training,
Rhino Fleet Tracking,"Using voice automation to control my fleet is amazing! This is such a genius idea. No longer do I need to stop what I'm doing and find a computer or mobile device to know where my drivers are, or to assign vehicles to individuals. When I'm using Rhino Fleet Tracking with Amazon Alexa I feel like I'm on the Starship Enterprise with the ability to control anything with just a few voice commands. A definite 5 stars!"
